high,date,close,open,volume,low,symbol
7.13040018081665,2025-09-02,7.13040018081665,7.13040018081665,0.0,7.13040018081665,USDCNY=X
7.807730197906494,2025-09-02,7.796510219573975,7.796510219573975,0.0,7.796040058135986,USDHKD=X
7.138999938964844,2025-09-03,7.138999938964844,7.138999938964844,0.0,7.138999938964844,USDCNY=X
7.81220006942749,2025-09-03,7.807499885559082,7.807499885559082,0.0,7.79911994934082,USDHKD=X
7.14139986038208,2025-09-04,7.14139986038208,7.14139986038208,0.0,7.14139986038208,USDCNY=X
7.801819801330566,2025-09-04,7.800389766693115,7.800389766693115,0.0,7.796199798583984,USDHKD=X
7.14139986038208,2025-09-05,7.14139986038208,7.14139986038208,0.0,7.14139986038208,USDCNY=X
7.803709983825684,2025-09-05,7.800220012664795,7.800220012664795,0.0,7.795720100402832,USDHKD=X
7.132500171661377,2025-09-08,7.132500171661377,7.132500171661377,0.0,7.132500171661377,USDCNY=X
7.799200057983398,2025-09-08,7.798399925231934,7.798399925231934,0.0,7.790589809417725,USDHKD=X
7.129300117492676,2025-09-09,7.129300117492676,7.129300117492676,0.0,7.129300117492676,USDCNY=X
7.793379783630371,2025-09-09,7.793300151824951,7.793300151824951,0.0,7.786200046539307,USDHKD=X
7.1209001541137695,2025-09-10,7.1209001541137695,7.1209001541137695,0.0,7.1209001541137695,USDCNY=X
7.791299819946289,2025-09-10,7.787390232086182,7.787390232086182,0.0,7.786019802093506,USDHKD=X
7.120699882507324,2025-09-11,7.120699882507324,7.120699882507324,0.0,7.120699882507324,USDCNY=X
7.791230201721191,2025-09-11,7.789599895477295,7.789599895477295,0.0,7.786399841308594,USDHKD=X
7.1184000968933105,2025-09-12,7.1184000968933105,7.1184000968933105,0.0,7.1184000968933105,USDCNY=X
7.788899898529053,2025-09-12,7.788599967956543,7.788599967956543,0.0,7.778979778289795,USDHKD=X
7.124199867248535,2025-09-15,7.124199867248535,7.124199867248535,0.0,7.124199867248535,USDCNY=X
7.780300140380859,2025-09-15,7.780200004577637,7.780200004577637,0.0,7.773190021514893,USDHKD=X
7.118500232696533,2025-09-16,7.118500232696533,7.118500232696533,0.0,7.118500232696533,USDCNY=X
7.782899856567383,2025-09-16,7.779990196228027,7.779990196228027,0.0,7.777140140533447,USDHKD=X
7.114200115203857,2025-09-17,7.114200115203857,7.114200115203857,0.0,7.114200115203857,USDCNY=X
7.781400203704834,2025-09-17,7.78046989440918,7.78046989440918,0.0,7.773359775543213,USDHKD=X
7.103300094604492,2025-09-18,7.103300094604492,7.103300094604492,0.0,7.103300094604492,USDCNY=X
7.778200149536133,2025-09-18,7.776989936828613,7.776989936828613,0.0,7.77331018447876,USDHKD=X
