Date,Open,High,Low,Close,Volume,VIX_Close,TNX_Close,GSPC_Close,USDHKD_Close,USDCNY_Close,HK_Breadth_Positive_1D,HK_Breadth_Above_MA20,HK_Breadth_Dispersion_5D,Return,Target
2015-01-02,23699.19921875,23998.900390625,23655.5,23721.30078125,1801700000.0,17.790000915527344,2.122999906539917,2058.199951171875,7.755459785461426,6.196100234985352,0.0,0.0,0.0,0.0,1
2015-01-05,23699.189453125,23998.869140625,23655.51953125,23721.3203125,2585200000.0,19.920000076293945,2.0390000343322754,2020.5799560546875,7.755710124969482,6.196100234985352,0.42857142857142855,0.0,0.0,8.233633634890936e-07,0
2015-01-06,23515.130859375,23611.0,23312.5,23485.41015625,2618000000.0,21.1200008392334,1.9630000591278076,2002.6099853515625,7.755229949951172,6.208399772644043,0.14285714285714285,0.0,0.0,-0.009945068535063273,1
2015-01-07,23396.69921875,23715.7109375,23332.029296875,23681.259765625,2181100000.0,19.309999465942383,1.9539999961853027,2025.9000244140625,7.753719806671143,6.202000141143799,0.8571428571428571,0.0,0.0,0.008339203278631357,1
2015-01-08,23920.349609375,23941.640625,23719.05078125,23835.529296875,2011600000.0,17.010000228881836,2.0160000324249268,2062.139892578125,7.7542901039123535,6.203999996185303,0.7142857142857143,0.42857142857142855,0.0,0.0065144140462465305,1
2015-01-09,24049.69921875,24169.060546875,23859.490234375,23919.94921875,2334800000.0,17.549999237060547,1.9709999561309814,2044.81005859375,7.754630088806152,6.203499794006348,0.5714285714285714,0.5714285714285714,0.05605565205128278,0.0035417682915086512,1
2015-01-12,24118.58984375,24118.58984375,23905.009765625,24026.4609375,1414600000.0,19.600000381469727,1.9119999408721924,2028.260009765625,7.7530198097229,6.200300216674805,0.14285714285714285,0.5714285714285714,0.05298405669736479,0.00445284050463246,1
2015-01-13,23908.23046875,24254.109375,23908.23046875,24215.970703125,1393200000.0,20.559999465942383,1.8899999856948853,2023.030029296875,7.752389907836914,6.193399906158447,1.0,0.5714285714285714,0.039306853898818654,0.007887543909107952,0
2015-01-14,24276.330078125,24326.69921875,24056.220703125,24112.599609375,1463000000.0,21.479999542236328,1.8370000123977661,2011.27001953125,7.752779960632324,6.187600135803223,0.2857142857142857,0.5714285714285714,0.027755738040987077,-0.004268715676000512,1
2015-01-15,24169.349609375,24369.0,24070.390625,24350.91015625,1754000000.0,22.389999389648438,1.774999976158142,1992.6700439453125,7.753349781036377,6.184000015258789,0.8571428571428571,0.8571428571428571,0.02969976294794851,0.009883237425065694,0
